transaction_id,merchant_id,merchant_name,mcc,amount,currency,transaction_date,card_bin,card_last_four,card_type,issuer_country,processor_name,status
TXN-00198,MERCH-001,Tokopulse Wallet Topup,5816,316.70,GBP,2026-03-25,549920,7417,debit,GB,ProcessorAlpha,approved
TXN-00199,MERCH-003,Tokopulse Premium Subscription,5816,472057.79,IDR,2026-04-24,510510,5440,prepaid,ID,ProcessorBeta,approved
TXN-00200,MERCH-001,Tokopulse Wallet Topup,5968,294.41,USD,2026-03-03,424242,9859,credit,US,ProcessorAlpha,approved
TXN-00201,MERCH-004,Tokopulse Gaming,5816,164.16,GBP,2026-03-06,510510,0692,debit,GB,ProcessorAlpha,approved
TXN-00202,MERCH-002,Tokopulse Marketplace,5968,731897.19,IDR,2026-04-11,401234,5682,prepaid,ID,ProcessorBeta,approved
TXN-00203,MERCH-001,Tokopulse Wallet Topup,5732,399.71,USD,2026-02-25,411511,3834,debit,SG,ProcessorGamma,approved
TXN-00204,MERCH-001,Tokopulse Wallet Topup,5912,535629.41,IDR,2026-03-04,552233,6307,debit,ID,ProcessorBeta,approved
TXN-00205,MERCH-001,Tokopulse Wallet Topup,5816,186156.83,IDR,2026-04-15,411511,8550,debit,ID,ProcessorAlpha,approved
TXN-00206,MERCH-004,Tokopulse Gaming,5816,98.63,USD,2026-02-24,411511,4748,debit,US,ProcessorAlpha,approved
TXN-00207,MERCH-003,Tokopulse Premium Subscription,5999,429.19,USD,2026-03-03,601100,6128,credit,NG,ProcessorAlpha,declined
TXN-00208,MERCH-003,Tokopulse Premium Subscription,5816,129773.89,IDR,2026-04-17,552233,9947,credit,ID,ProcessorAlpha,approved
TXN-00209,MERCH-001,Tokopulse Wallet Topup,5999,372441.91,IDR,2026-04-13,411111,4584,debit,ID,ProcessorAlpha,approved
TXN-00210,MERCH-001,Tokopulse Wallet Topup,5999,410.32,USD,2026-02-16,650400,3293,credit,NG,ProcessorAlpha,approved
TXN-00211,MERCH-004,Tokopulse Gaming,5816,40585.40,IDR,2026-03-19,453210,1051,prepaid,ID,ProcessorGamma,approved
TXN-00212,MERCH-004,Tokopulse Gaming,5816,220.61,BRL,2026-04-13,453210,8298,debit,BR,ProcessorAlpha,approved
TXN-00213,MERCH-002,Tokopulse Marketplace,5411,724839.84,IDR,2026-02-28,650400,5767,credit,ID,ProcessorAlpha,declined
TXN-00214,MERCH-001,Tokopulse Wallet Topup,5732,536562.08,IDR,2026-04-23,411111,1655,credit,ID,ProcessorGamma,approved
TXN-00215,MERCH-003,Tokopulse Premium Subscription,5968,448492.47,IDR,2026-03-28,411111,5307,debit,ID,ProcessorGamma,approved
TXN-00216,MERCH-003,Tokopulse Premium Subscription,5411,368765.16,IDR,2026-02-21,601100,0206,debit,ID,ProcessorAlpha,approved
TXN-00217,MERCH-002,Tokopulse Marketplace,5816,72173.07,IDR,2026-04-20,411111,2289,debit,ID,ProcessorGamma,approved
TXN-00218,MERCH-001,Tokopulse Wallet Topup,5816,347465.38,IDR,2026-03-15,601100,1894,prepaid,ID,ProcessorAlpha,approved
TXN-00219,MERCH-003,Tokopulse Premium Subscription,5816,556006.19,IDR,2026-02-23,424242,2370,debit,ID,ProcessorBeta,approved
TXN-00220,MERCH-002,Tokopulse Marketplace,5912,196366.37,IDR,2026-02-03,510510,5480,credit,ID,ProcessorAlpha,approved
TXN-00221,MERCH-003,Tokopulse Premium Subscription,5411,350295.72,IDR,2026-04-02,650400,0931,prepaid,ID,ProcessorAlpha,declined
TXN-00222,MERCH-002,Tokopulse Marketplace,5968,64.00,USD,2026-02-25,411511,4284,credit,SG,ProcessorGamma,approved
TXN-00223,MERCH-002,Tokopulse Marketplace,5968,320492.46,IDR,2026-02-20,453210,4809,credit,ID,ProcessorAlpha,approved
TXN-00224,MERCH-001,Tokopulse Wallet Topup,5411,257.84,USD,2026-03-28,650400,8627,debit,SG,ProcessorAlpha,approved
TXN-00225,MERCH-002,Tokopulse Marketplace,5816,685306.31,IDR,2026-02-27,549920,2951,prepaid,ID,ProcessorAlpha,approved
TXN-00226,MERCH-002,Tokopulse Marketplace,5816,456479.20,IDR,2026-02-11,470100,4487,credit,ID,ProcessorGamma,approved
TXN-00227,MERCH-002,Tokopulse Marketplace,5816,293.55,USD,2026-02-25,424242,8512,debit,US,ProcessorAlpha,approved
TXN-00228,MERCH-001,Tokopulse Wallet Topup,5411,222091.96,IDR,2026-04-22,411511,0253,debit,ID,ProcessorGamma,approved
TXN-00229,MERCH-004,Tokopulse Gaming,5968,127.93,GBP,2026-04-13,424242,2678,prepaid,GB,ProcessorGamma,approved
TXN-00230,MERCH-003,Tokopulse Premium Subscription,5816,181.30,USD,2026-03-29,401234,5844,prepaid,US,ProcessorGamma,approved
TXN-00231,MERCH-002,Tokopulse Marketplace,5411,290.27,USD,2026-02-07,549920,8106,debit,NG,ProcessorAlpha,approved
TXN-00232,MERCH-001,Tokopulse Wallet Topup,5816,15.24,USD,2026-02-11,411511,1682,debit,SG,ProcessorAlpha,approved
TXN-00233,MERCH-003,Tokopulse Premium Subscription,5816,85906.47,IDR,2026-04-30,411511,9820,prepaid,ID,ProcessorBeta,approved
TXN-00234,MERCH-004,Tokopulse Gaming,5912,90605.46,IDR,2026-02-12,411511,2016,debit,ID,ProcessorBeta,approved
TXN-00235,MERCH-004,Tokopulse Gaming,5968,59.47,USD,2026-02-15,401234,9696,credit,SG,ProcessorAlpha,approved
TXN-00236,MERCH-002,Tokopulse Marketplace,5999,233.72,GBP,2026-03-22,424242,6369,prepaid,GB,ProcessorAlpha,approved
TXN-00237,MERCH-004,Tokopulse Gaming,5999,22.92,USD,2026-02-06,401234,3938,debit,US,ProcessorGamma,approved
TXN-00238,MERCH-004,Tokopulse Gaming,5411,638008.55,IDR,2026-02-06,401234,5790,credit,ID,ProcessorAlpha,approved
TXN-00239,MERCH-004,Tokopulse Gaming,5816,185.39,USD,2026-04-08,552233,3289,prepaid,US,ProcessorAlpha,approved
TXN-00240,MERCH-001,Tokopulse Wallet Topup,5912,727726.69,IDR,2026-03-30,545454,0659,credit,ID,ProcessorBeta,approved
TXN-00241,MERCH-003,Tokopulse Premium Subscription,5968,315.98,USD,2026-02-04,552233,8524,credit,US,ProcessorBeta,approved
TXN-00242,MERCH-004,Tokopulse Gaming,5968,98087.22,IDR,2026-03-16,545454,9736,prepaid,ID,ProcessorBeta,approved
TXN-00243,MERCH-003,Tokopulse Premium Subscription,5999,407366.15,IDR,2026-02-18,453210,4810,debit,ID,ProcessorAlpha,approved
TXN-00244,MERCH-003,Tokopulse Premium Subscription,5816,559196.63,IDR,2026-03-08,510510,9341,credit,ID,ProcessorGamma,approved
TXN-00245,MERCH-004,Tokopulse Gaming,5411,233.14,USD,2026-04-11,545454,5087,credit,SG,ProcessorAlpha,approved
TXN-00246,MERCH-002,Tokopulse Marketplace,5816,391650.38,IDR,2026-03-21,549920,5777,credit,ID,ProcessorGamma,approved
TXN-00247,MERCH-002,Tokopulse Marketplace,5411,248.25,USD,2026-03-08,549920,0932,credit,SG,ProcessorGamma,approved
TXN-00248,MERCH-002,Tokopulse Marketplace,5999,655385.60,IDR,2026-03-28,411511,7207,debit,ID,ProcessorBeta,approved
TXN-00249,MERCH-001,Tokopulse Wallet Topup,5816,321312.56,IDR,2026-04-26,411511,4534,prepaid,ID,ProcessorAlpha,approved
TXN-00250,MERCH-001,Tokopulse Wallet Topup,5732,138.00,USD,2026-04-21,470100,2085,debit,NG,ProcessorBeta,approved
TXN-00251,MERCH-001,Tokopulse Wallet Topup,5999,445588.40,IDR,2026-04-04,411111,2451,debit,ID,ProcessorAlpha,declined
TXN-00252,MERCH-003,Tokopulse Premium Subscription,5816,192.88,USD,2026-03-29,401234,5777,debit,US,ProcessorBeta,approved
TXN-00253,MERCH-003,Tokopulse Premium Subscription,5999,299.73,USD,2026-04-23,601100,8184,debit,SG,ProcessorAlpha,approved
TXN-00254,MERCH-004,Tokopulse Gaming,5999,238464.05,IDR,2026-02-18,510510,3800,credit,ID,ProcessorAlpha,approved
TXN-00255,MERCH-003,Tokopulse Premium Subscription,5968,479.59,USD,2026-02-26,549920,0175,credit,US,ProcessorGamma,approved
TXN-00256,MERCH-001,Tokopulse Wallet Topup,5732,153.41,USD,2026-04-09,510510,7162,prepaid,US,ProcessorGamma,approved
TXN-00257,MERCH-004,Tokopulse Gaming,5411,44923.27,IDR,2026-04-27,601100,1118,prepaid,ID,ProcessorAlpha,declined
TXN-00258,MERCH-002,Tokopulse Marketplace,5411,383167.98,IDR,2026-04-24,453210,3083,debit,ID,ProcessorBeta,approved
TXN-00259,MERCH-004,Tokopulse Gaming,5999,675877.54,IDR,2026-04-16,601100,1511,credit,ID,ProcessorAlpha,approved
TXN-00260,MERCH-003,Tokopulse Premium Subscription,5816,622131.54,IDR,2026-04-06,549920,4831,prepaid,ID,ProcessorAlpha,approved
TXN-00261,MERCH-003,Tokopulse Premium Subscription,5816,400181.97,IDR,2026-04-06,411511,6754,credit,ID,ProcessorAlpha,approved
TXN-00262,MERCH-001,Tokopulse Wallet Topup,5999,57.78,USD,2026-04-13,552233,0693,prepaid,US,ProcessorGamma,approved
TXN-00263,MERCH-004,Tokopulse Gaming,5968,537318.80,IDR,2026-04-11,411111,1613,prepaid,ID,ProcessorAlpha,approved
TXN-00264,MERCH-001,Tokopulse Wallet Topup,5816,143767.74,IDR,2026-04-11,552233,8707,prepaid,ID,ProcessorBeta,approved
TXN-00265,MERCH-002,Tokopulse Marketplace,5912,457280.27,IDR,2026-02-18,401234,1747,credit,ID,ProcessorAlpha,approved
TXN-00266,MERCH-001,Tokopulse Wallet Topup,5999,375463.60,IDR,2026-03-31,453210,1017,prepaid,ID,ProcessorBeta,approved
TXN-00267,MERCH-001,Tokopulse Wallet Topup,5999,164.80,USD,2026-03-02,552233,4368,prepaid,NG,ProcessorAlpha,approved
TXN-00268,MERCH-001,Tokopulse Wallet Topup,5411,155864.81,IDR,2026-04-20,401234,6487,prepaid,ID,ProcessorAlpha,approved
TXN-00269,MERCH-001,Tokopulse Wallet Topup,5999,190145.04,IDR,2026-02-28,650400,2843,debit,ID,ProcessorAlpha,declined
TXN-00270,MERCH-001,Tokopulse Wallet Topup,5912,457876.11,IDR,2026-04-04,650400,6386,prepaid,ID,ProcessorGamma,approved
TXN-00271,MERCH-002,Tokopulse Marketplace,5411,658351.21,IDR,2026-04-03,601100,1433,credit,ID,ProcessorAlpha,approved
TXN-00272,MERCH-002,Tokopulse Marketplace,5816,20609.25,IDR,2026-03-09,549920,5488,prepaid,ID,ProcessorAlpha,approved
TXN-00273,MERCH-004,Tokopulse Gaming,5816,721503.02,IDR,2026-03-26,549920,4013,debit,ID,ProcessorGamma,approved
TXN-00274,MERCH-002,Tokopulse Marketplace,5411,189323.40,IDR,2026-02-04,650400,2554,credit,ID,ProcessorAlpha,approved
TXN-00275,MERCH-002,Tokopulse Marketplace,5968,415476.68,IDR,2026-02-16,453210,3935,credit,ID,ProcessorBeta,approved
TXN-00276,MERCH-003,Tokopulse Premium Subscription,5411,292016.80,IDR,2026-04-15,549920,8271,credit,ID,ProcessorAlpha,declined
TXN-00277,MERCH-002,Tokopulse Marketplace,5816,471.33,GBP,2026-03-05,650400,6029,prepaid,GB,ProcessorBeta,approved
TXN-00278,MERCH-002,Tokopulse Marketplace,5732,110.21,USD,2026-02-15,601100,4430,prepaid,US,ProcessorBeta,approved
TXN-00279,MERCH-004,Tokopulse Gaming,5999,76.81,GBP,2026-02-01,411111,2900,credit,GB,ProcessorAlpha,approved
TXN-00280,MERCH-003,Tokopulse Premium Subscription,5816,38.70,GBP,2026-03-18,545454,3159,credit,GB,ProcessorGamma,approved
TXN-00281,MERCH-003,Tokopulse Premium Subscription,5968,107707.44,IDR,2026-03-23,453210,7609,prepaid,ID,ProcessorAlpha,approved
TXN-00282,MERCH-002,Tokopulse Marketplace,5816,284437.65,IDR,2026-04-25,510510,0413,prepaid,ID,ProcessorBeta,approved
TXN-00283,MERCH-004,Tokopulse Gaming,5411,680943.51,IDR,2026-02-12,545454,9976,prepaid,ID,ProcessorAlpha,approved
TXN-00284,MERCH-002,Tokopulse Marketplace,5816,205.31,GBP,2026-04-18,470100,4965,credit,GB,ProcessorAlpha,approved
TXN-00285,MERCH-004,Tokopulse Gaming,5999,243523.96,IDR,2026-04-22,470100,3729,prepaid,ID,ProcessorGamma,approved
TXN-00286,MERCH-004,Tokopulse Gaming,5968,463.22,USD,2026-04-26,470100,0015,credit,SG,ProcessorBeta,approved
TXN-00287,MERCH-003,Tokopulse Premium Subscription,5999,349.52,USD,2026-03-03,411111,5219,credit,US,ProcessorBeta,approved
TXN-00288,MERCH-003,Tokopulse Premium Subscription,5912,525587.64,IDR,2026-03-22,470100,3617,debit,ID,ProcessorGamma,approved
TXN-00289,MERCH-001,Tokopulse Wallet Topup,5912,698703.37,IDR,2026-04-29,549920,7418,prepaid,ID,ProcessorAlpha,approved
TXN-00290,MERCH-001,Tokopulse Wallet Topup,5816,354.11,BRL,2026-04-06,552233,8020,credit,BR,ProcessorGamma,approved
TXN-00291,MERCH-001,Tokopulse Wallet Topup,5968,91.39,USD,2026-02-20,470100,8911,debit,SG,ProcessorGamma,approved
TXN-00292,MERCH-002,Tokopulse Marketplace,5411,270213.33,IDR,2026-02-11,411111,2237,prepaid,ID,ProcessorAlpha,approved
TXN-00293,MERCH-004,Tokopulse Gaming,5968,354.28,USD,2026-01-31,552233,5758,prepaid,SG,ProcessorAlpha,approved
TXN-00294,MERCH-003,Tokopulse Premium Subscription,5816,478.29,BRL,2026-03-02,424242,8982,debit,BR,ProcessorAlpha,approved
TXN-00295,MERCH-002,Tokopulse Marketplace,5816,301.35,GBP,2026-03-31,552233,3380,credit,GB,ProcessorGamma,approved
TXN-00296,MERCH-003,Tokopulse Premium Subscription,5732,166728.08,IDR,2026-02-07,411111,1811,prepaid,ID,ProcessorGamma,approved
TXN-00297,MERCH-003,Tokopulse Premium Subscription,5816,253485.96,IDR,2026-03-31,650400,9134,credit,ID,ProcessorBeta,approved
TXN-00298,MERCH-001,Tokopulse Wallet Topup,5732,76719.26,IDR,2026-03-14,411111,1782,prepaid,ID,ProcessorGamma,approved
TXN-00299,MERCH-004,Tokopulse Gaming,5816,393.02,USD,2026-03-13,601100,4685,prepaid,SG,ProcessorAlpha,approved
TXN-00300,MERCH-003,Tokopulse Premium Subscription,5816,116909.56,IDR,2026-02-03,552233,2377,debit,ID,ProcessorAlpha,approved
TXN-00301,MERCH-003,Tokopulse Premium Subscription,5999,423.63,USD,2026-04-28,424242,5084,prepaid,US,ProcessorAlpha,approved
TXN-00302,MERCH-003,Tokopulse Premium Subscription,5411,250314.38,IDR,2026-03-19,601100,4154,credit,ID,ProcessorAlpha,approved
TXN-00303,MERCH-001,Tokopulse Wallet Topup,5999,605046.70,IDR,2026-05-01,411111,3546,debit,ID,ProcessorAlpha,approved
TXN-00304,MERCH-004,Tokopulse Gaming,5816,497.84,USD,2026-04-18,650400,3727,credit,NG,ProcessorBeta,approved
TXN-00305,MERCH-002,Tokopulse Marketplace,5411,49.38,USD,2026-02-05,650400,3576,prepaid,US,ProcessorGamma,approved
TXN-00306,MERCH-003,Tokopulse Premium Subscription,5999,643665.94,IDR,2026-04-06,411111,0906,prepaid,ID,ProcessorAlpha,approved
TXN-00307,MERCH-004,Tokopulse Gaming,5912,21466.47,IDR,2026-02-22,549920,4845,credit,ID,ProcessorGamma,approved
TXN-00308,MERCH-004,Tokopulse Gaming,5411,285.92,GBP,2026-04-01,401234,7544,debit,GB,ProcessorAlpha,approved
TXN-00309,MERCH-002,Tokopulse Marketplace,5999,45.31,USD,2026-02-07,601100,4866,prepaid,US,ProcessorBeta,approved
TXN-00310,MERCH-004,Tokopulse Gaming,5816,153.16,USD,2026-03-15,549920,3094,credit,SG,ProcessorAlpha,approved
TXN-00311,MERCH-004,Tokopulse Gaming,5816,500454.38,IDR,2026-03-19,470100,5898,prepaid,ID,ProcessorBeta,declined
TXN-00312,MERCH-002,Tokopulse Marketplace,5411,206894.70,IDR,2026-03-01,401234,8980,prepaid,ID,ProcessorAlpha,approved
TXN-00313,MERCH-001,Tokopulse Wallet Topup,5816,152841.95,IDR,2026-04-26,545454,9077,debit,ID,ProcessorAlpha,approved
TXN-00314,MERCH-002,Tokopulse Marketplace,5816,369.12,USD,2026-04-16,411511,1203,debit,US,ProcessorBeta,approved
TXN-00315,MERCH-002,Tokopulse Marketplace,5732,358.73,USD,2026-02-14,411511,8440,credit,SG,ProcessorBeta,declined
TXN-00316,MERCH-004,Tokopulse Gaming,5999,140872.56,IDR,2026-02-24,552233,2241,debit,ID,ProcessorBeta,approved
TXN-00317,MERCH-001,Tokopulse Wallet Topup,5816,288674.98,IDR,2026-02-01,601100,7531,debit,ID,ProcessorBeta,declined
TXN-00318,MERCH-001,Tokopulse Wallet Topup,5912,682773.29,IDR,2026-02-11,470100,9223,credit,ID,ProcessorBeta,approved
TXN-00319,MERCH-003,Tokopulse Premium Subscription,5411,606020.72,IDR,2026-04-28,424242,3920,debit,ID,ProcessorAlpha,approved
TXN-00320,MERCH-003,Tokopulse Premium Subscription,5816,409.19,USD,2026-03-17,470100,9880,credit,SG,ProcessorAlpha,approved
TXN-00321,MERCH-001,Tokopulse Wallet Topup,5968,275450.33,IDR,2026-04-29,552233,9525,debit,ID,ProcessorAlpha,approved
TXN-00322,MERCH-001,Tokopulse Wallet Topup,5816,41.51,USD,2026-03-05,411111,4751,prepaid,SG,ProcessorAlpha,approved
TXN-00323,MERCH-004,Tokopulse Gaming,5968,271.52,USD,2026-04-29,424242,7275,credit,US,ProcessorGamma,approved
TXN-00324,MERCH-001,Tokopulse Wallet Topup,5732,383804.53,IDR,2026-02-04,549920,2986,prepaid,ID,ProcessorGamma,approved
TXN-00325,MERCH-004,Tokopulse Gaming,5912,304160.82,IDR,2026-04-19,650400,8655,credit,ID,ProcessorAlpha,approved
TXN-00326,MERCH-003,Tokopulse Premium Subscription,5999,26.61,USD,2026-02-21,424242,5429,prepaid,US,ProcessorGamma,approved
TXN-00327,MERCH-004,Tokopulse Gaming,5411,19401.24,IDR,2026-04-15,601100,4075,debit,ID,ProcessorAlpha,approved
TXN-00328,MERCH-001,Tokopulse Wallet Topup,5816,215410.15,IDR,2026-03-06,552233,5846,prepaid,ID,ProcessorAlpha,declined
TXN-00329,MERCH-002,Tokopulse Marketplace,5999,678440.10,IDR,2026-02-12,470100,9367,prepaid,ID,ProcessorGamma,approved
TXN-00330,MERCH-001,Tokopulse Wallet Topup,5968,656517.93,IDR,2026-02-18,549920,5595,prepaid,ID,ProcessorBeta,approved
TXN-00331,MERCH-003,Tokopulse Premium Subscription,5968,178.46,USD,2026-04-11,411511,5524,prepaid,US,ProcessorBeta,approved
TXN-00332,MERCH-003,Tokopulse Premium Subscription,5411,447.63,USD,2026-03-02,650400,3364,credit,SG,ProcessorGamma,approved
TXN-00333,MERCH-004,Tokopulse Gaming,5411,433014.28,IDR,2026-03-10,601100,2356,debit,ID,ProcessorGamma,approved
TXN-00334,MERCH-003,Tokopulse Premium Subscription,5999,277.88,USD,2026-03-15,510510,1311,prepaid,NG,ProcessorAlpha,approved
TXN-00335,MERCH-002,Tokopulse Marketplace,5411,493.79,USD,2026-03-17,510510,1109,debit,US,ProcessorGamma,approved
TXN-00336,MERCH-003,Tokopulse Premium Subscription,5968,416666.39,IDR,2026-02-21,424242,0328,credit,ID,ProcessorBeta,approved
TXN-00337,MERCH-001,Tokopulse Wallet Topup,5816,671236.67,IDR,2026-03-08,601100,3222,credit,ID,ProcessorGamma,approved
TXN-00338,MERCH-001,Tokopulse Wallet Topup,5816,44.26,USD,2026-04-14,424242,3083,debit,US,ProcessorAlpha,approved
TXN-00339,MERCH-001,Tokopulse Wallet Topup,5816,170986.36,IDR,2026-03-13,552233,7967,debit,ID,ProcessorGamma,approved
TXN-00340,MERCH-003,Tokopulse Premium Subscription,5912,600252.62,IDR,2026-02-11,424242,8099,prepaid,ID,ProcessorBeta,approved
TXN-00341,MERCH-004,Tokopulse Gaming,5816,33919.59,IDR,2026-03-12,510510,0917,debit,ID,ProcessorBeta,declined
TXN-00342,MERCH-003,Tokopulse Premium Subscription,5816,129800.75,IDR,2026-02-18,424242,5862,debit,ID,ProcessorAlpha,approved
TXN-00343,MERCH-004,Tokopulse Gaming,5999,433.61,USD,2026-02-19,549920,5420,credit,SG,ProcessorBeta,approved
TXN-00344,MERCH-003,Tokopulse Premium Subscription,5816,389.12,USD,2026-03-11,470100,7424,prepaid,SG,ProcessorBeta,approved
TXN-00345,MERCH-003,Tokopulse Premium Subscription,5999,470.77,USD,2026-02-16,549920,1634,prepaid,SG,ProcessorAlpha,approved
TXN-00346,MERCH-003,Tokopulse Premium Subscription,5816,203.42,USD,2026-02-11,424242,2002,credit,US,ProcessorGamma,approved
TXN-00347,MERCH-002,Tokopulse Marketplace,5816,133.26,USD,2026-04-18,411511,2907,prepaid,NG,ProcessorAlpha,approved
TXN-00348,MERCH-002,Tokopulse Marketplace,5411,586907.37,IDR,2026-03-03,411511,3492,prepaid,ID,ProcessorAlpha,approved
TXN-00349,MERCH-003,Tokopulse Premium Subscription,5816,253016.34,IDR,2026-02-03,601100,1072,prepaid,ID,ProcessorAlpha,approved
TXN-00350,MERCH-004,Tokopulse Gaming,5816,182665.81,IDR,2026-03-20,552233,3671,credit,ID,ProcessorAlpha,approved
TXN-00351,MERCH-003,Tokopulse Premium Subscription,5912,192744.44,IDR,2026-03-17,411111,4565,debit,ID,ProcessorAlpha,approved
TXN-00352,MERCH-004,Tokopulse Gaming,5816,241.30,USD,2026-03-06,545454,4916,debit,US,ProcessorGamma,approved
TXN-00353,MERCH-001,Tokopulse Wallet Topup,5732,655994.00,IDR,2026-03-03,549920,9790,debit,ID,ProcessorAlpha,approved
TXN-00354,MERCH-002,Tokopulse Marketplace,5816,640739.90,IDR,2026-03-18,401234,7193,credit,ID,ProcessorAlpha,approved
TXN-00355,MERCH-004,Tokopulse Gaming,5816,606690.03,IDR,2026-02-19,424242,4959,credit,ID,ProcessorGamma,approved
TXN-00356,MERCH-003,Tokopulse Premium Subscription,5816,234.92,USD,2026-03-22,453210,6499,debit,NG,ProcessorAlpha,approved
TXN-00357,MERCH-001,Tokopulse Wallet Topup,5816,597201.85,IDR,2026-04-29,401234,9751,credit,ID,ProcessorAlpha,approved
TXN-00358,MERCH-004,Tokopulse Gaming,5816,50514.21,IDR,2026-03-12,470100,7984,credit,ID,ProcessorAlpha,approved
TXN-00359,MERCH-004,Tokopulse Gaming,5816,518762.04,IDR,2026-02-18,411111,1840,prepaid,ID,ProcessorBeta,approved
TXN-00360,MERCH-003,Tokopulse Premium Subscription,5411,728310.65,IDR,2026-02-28,650400,2903,credit,ID,ProcessorBeta,approved
TXN-00361,MERCH-003,Tokopulse Premium Subscription,5816,159388.27,IDR,2026-02-06,510510,5941,debit,ID,ProcessorAlpha,approved
TXN-00362,MERCH-001,Tokopulse Wallet Topup,5816,328.29,GBP,2026-04-10,549920,6723,prepaid,GB,ProcessorAlpha,approved
TXN-00363,MERCH-003,Tokopulse Premium Subscription,5411,411897.63,IDR,2026-03-21,601100,6314,debit,ID,ProcessorGamma,approved
TXN-00364,MERCH-002,Tokopulse Marketplace,5968,461755.00,IDR,2026-03-04,552233,3944,credit,ID,ProcessorBeta,approved
TXN-00365,MERCH-001,Tokopulse Wallet Topup,5816,454.72,USD,2026-02-06,453210,7248,prepaid,US,ProcessorAlpha,approved
TXN-00366,MERCH-003,Tokopulse Premium Subscription,5816,239.37,USD,2026-04-23,650400,9704,prepaid,US,ProcessorGamma,approved
TXN-00367,MERCH-004,Tokopulse Gaming,5411,180.83,USD,2026-02-08,545454,5277,credit,US,ProcessorAlpha,approved
TXN-00368,MERCH-002,Tokopulse Marketplace,5968,134.83,USD,2026-04-01,401234,9658,debit,NG,ProcessorGamma,approved
TXN-00369,MERCH-002,Tokopulse Marketplace,5999,282609.99,IDR,2026-02-26,424242,3909,prepaid,ID,ProcessorAlpha,approved
TXN-00370,MERCH-002,Tokopulse Marketplace,5912,92.97,GBP,2026-04-24,424242,6246,debit,GB,ProcessorGamma,approved
TXN-00371,MERCH-004,Tokopulse Gaming,5816,531426.99,IDR,2026-03-20,453210,8562,prepaid,ID,ProcessorAlpha,approved
TXN-00372,MERCH-003,Tokopulse Premium Subscription,5816,141.13,GBP,2026-03-09,650400,7361,prepaid,GB,ProcessorGamma,approved
TXN-00373,MERCH-004,Tokopulse Gaming,5999,125162.18,IDR,2026-04-28,470100,3893,prepaid,ID,ProcessorAlpha,approved
TXN-00374,MERCH-003,Tokopulse Premium Subscription,5411,200856.64,IDR,2026-04-12,411511,0945,prepaid,ID,ProcessorAlpha,approved
TXN-00375,MERCH-002,Tokopulse Marketplace,5999,234.18,BRL,2026-03-13,510510,7177,credit,BR,ProcessorAlpha,approved
TXN-00376,MERCH-004,Tokopulse Gaming,5816,326012.06,IDR,2026-03-09,453210,0719,prepaid,ID,ProcessorBeta,approved
TXN-00377,MERCH-004,Tokopulse Gaming,5816,538714.25,IDR,2026-03-09,601100,9952,debit,ID,ProcessorGamma,approved
TXN-00378,MERCH-003,Tokopulse Premium Subscription,5999,110163.28,IDR,2026-04-20,545454,9506,debit,ID,ProcessorAlpha,declined
TXN-00379,MERCH-001,Tokopulse Wallet Topup,5411,647231.38,IDR,2026-02-10,552233,8614,debit,ID,ProcessorGamma,approved
TXN-00380,MERCH-004,Tokopulse Gaming,5816,58.37,USD,2026-04-13,552233,7145,debit,NG,ProcessorAlpha,approved
TXN-00381,MERCH-004,Tokopulse Gaming,5912,307246.67,IDR,2026-02-17,424242,3807,prepaid,ID,ProcessorAlpha,approved
TXN-00382,MERCH-002,Tokopulse Marketplace,5816,463.26,USD,2026-03-09,601100,7534,credit,SG,ProcessorBeta,approved
TXN-00383,MERCH-001,Tokopulse Wallet Topup,5999,615847.69,IDR,2026-02-13,545454,3532,prepaid,ID,ProcessorAlpha,approved
TXN-00384,MERCH-004,Tokopulse Gaming,5816,356.97,GBP,2026-04-02,411111,6847,prepaid,GB,ProcessorGamma,approved
TXN-00385,MERCH-002,Tokopulse Marketplace,5816,250559.05,IDR,2026-02-24,601100,8829,debit,ID,ProcessorAlpha,approved
TXN-00386,MERCH-003,Tokopulse Premium Subscription,5411,202442.57,IDR,2026-03-10,453210,6884,prepaid,ID,ProcessorBeta,approved
TXN-00387,MERCH-001,Tokopulse Wallet Topup,5968,652079.78,IDR,2026-03-27,510510,3309,credit,ID,ProcessorGamma,approved
TXN-00388,MERCH-001,Tokopulse Wallet Topup,5411,466.56,USD,2026-04-25,545454,5992,debit,SG,ProcessorAlpha,approved
TXN-00389,MERCH-002,Tokopulse Marketplace,5999,537.84,BRL,2026-03-12,650400,9255,debit,BR,ProcessorAlpha,approved
TXN-00390,MERCH-001,Tokopulse Wallet Topup,5912,229277.70,IDR,2026-05-01,510510,7448,debit,ID,ProcessorAlpha,declined
TXN-00391,MERCH-004,Tokopulse Gaming,5816,147399.09,IDR,2026-04-22,545454,1178,prepaid,ID,ProcessorAlpha,approved
TXN-00392,MERCH-004,Tokopulse Gaming,5999,556841.83,IDR,2026-02-21,424242,4831,credit,ID,ProcessorAlpha,approved
TXN-00393,MERCH-002,Tokopulse Marketplace,5816,260.53,USD,2026-03-31,424242,0824,debit,NG,ProcessorAlpha,approved
TXN-00394,MERCH-002,Tokopulse Marketplace,5912,519145.90,IDR,2026-02-19,552233,2185,credit,ID,ProcessorGamma,approved
TXN-00395,MERCH-002,Tokopulse Marketplace,5816,657918.81,IDR,2026-03-12,650400,5071,debit,ID,ProcessorBeta,approved
